Authors,Author(s) ID,Title,Year,Source_Title,Volume,Issue,Art. No.,Page start,Page end,Page count,Citation,DOI,Link,Abstract,Author Keywords,Document_Type,Publication_Stage,Open Access,Source,EID
"Ji Y., Zhang J., Zhang H., Liu X.C., Wu N.C., Cai G.T.",55713006500;56011626600;48461963300;57211647234;57215192925;57040456100;,"Review on hotspots, challenges, and the future of river management strategies in China",2020,Journal of Environmental Biology,41,1,,13,22,,1,10.22438/jeb/41/1/MRN-1121,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080043146&doi=10.22438%2fjeb%2f41%2f1%2fMRN-1121&partnerID=40&md5=cdf1044f4e1d9758184ca5a199b015e3,"Aim: Review of the new research on medium- and large-sized rivers in China and its impact to develop more rational management strategies for medium- and large-sized rivers. Methodology: Papers on rivers-related research in China published over the past 15 years (2004-2018) were summarised through statistical analyses. The main topics, data sources and contributions were also summarised, and representative papers were presented to illustrate milestones and contributions. Results: The management strategies of medium- and large-sized rivers shifted remarkably from traditional agricultural utilisation of floods and water resources to ecological protection. Water resources and pollution, conservancy projects and flooding and droughts were the four most focused research areas. Interpretation: Chinese economy significantly contributed to the change in river management strategies over the last two decades. © 2020 Triveni Enterprises. All rights reserved.",Ecological protection; Hotspots; River management,Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85080043146
"Petway J.R., Lin Y.-P., Wunderlich R.F.",57193565062;26323001700;57209293056;,A place-based approach to agricultural nonmaterial intangible cultural ecosystem service values,2020,Sustainability (Switzerland),12,2,699,,,,5,10.3390/su12020699,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079808714&doi=10.3390%2fsu12020699&partnerID=40&md5=b270decfcf7ac29707cb5d8f60b80602,"Though agricultural landscape biodiversity and ecosystem service (ES) conservation is crucial to sustainability/ agricultural land is often underrepresented in ES studies, while cultural ES associated with agricultural land is often limited to aesthetic and tourism recreation value only. This study mapped 7 nonmaterial-intangible cultural ES (NICE) valuations of 34 rural farmers in western Taiwan using the Social Values for Ecosystem Services (SolVES) methodology, to show the effect of farming practices on NICE valuations. However, rather than a direct causal relationship between the environmental characteristics that underpin ES, and respondents' ES valuations, we found that environmental data is not explanatory enough for causality within a socio-ecological production landscape where one type of land cover type (a micro mosaic of agricultural land cover) predominates. To compensate, we used a place-based approach with Google Maps data to create context-specific data to inform our assessment of NICE valuations. Based on 338 mapped points of 7 NICE valuations distributed among 6 areas within the landscape, we compared 2 groups of farmers and found that farmers' valuations about their landscape were better understood when accounting for both the landscape's cultural places and environmental characteristics, rather than environmental characteristics alone. Further, farmers' experience and knowledge influenced their NICE valuations such that farm areas were found to be sources of multiple NICE benefits demonstrating that farming practices may influence ES valuation in general. © 2020 by the authors.",Agroecosystem services; Context-specific; Farmers; Local; Organic farming; Rural; Socio-ecological production landscape,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85079808714
"Afzal M., Riazul Islam S.M., Hussain M., Lee S.",57220723009;57189001452;35213389000;8956579500;,"Precision Medicine Informatics: Principles, Prospects, and Challenges",2020,IEEE Access,8,,8957137,13593,13612,,9,10.1109/ACCESS.2020.2965955,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079804832&doi=10.1109%2fACCESS.2020.2965955&partnerID=40&md5=7f38a6c10a5562234f155d548a1a3e9a,"Precision medicine (PM) is an emerging approach that appears with the impression of changing the existing paradigm of medical practice. Recent advances in technological innovations and genetics and the growing availability of health data have set a new pace of the research and impose a set of new requirements on the different stakeholders. Some studies are available that discuss about the different aspects of PM. Nevertheless, a holistic representation of those aspects deemed to confer with the technological perspective, in relation to the applications and challenges, have been mostly ignored. In this context, this paper surveys the advances in PM from the informatics viewpoint and reviews the enabling tools and techniques in a categorized manner. In addition, the study discusses how other technological paradigms, which include big data, artificial intelligence, and the internet of things, can be exploited to advance the potentials of PM. Furthermore, the paper provides some guidelines for future research for a seamless implementation and a wide-scale deployment of PM based on the identified open issues and the associated challenges. As a result, the paper proposes an integrated holistic framework for PM motivating informatics researchers to design their relevant research work in an appropriate context. © 2013 IEEE.",artificial intelligence; big data; bioinformatics; clinical decision support; deep learning; informatics; machine learning; Precision medicine; the Internet of Things,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85079804832
"Pereira G.V., Estevez E., Cardona D., Chesñevar C., Collazzo-Yelpo P., Cunha M.A., Diniz E.H., Ferraresi A.A., Fischer F.M., Garcia F.C.O., Joia L.A., Luciano E.M., de Albuquerque J.P., Quandt C.O., Rios R.S., Sánchez A., da Silva E.D., Silva-Junior J.S., Scholz R.W.",55681618400;16642657700;35736886500;6507306290;57206775824;56181363200;36828471900;55357529800;7202883532;57215040660;6602356691;25641092200;13008594500;6602898645;57215061684;57200920006;57193380970;55190303100;7202807447;,South american expert roundtable: Increasing adaptive governance capacity for coping with unintended side eects of digital transformation,2020,Sustainability (Switzerland),12,2,718,,,,6,10.3390/su12020718,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079799371&doi=10.3390%2fsu12020718&partnerID=40&md5=20eb5c02dd9c898af46a4e4e226fa97c,"This paper presents the main messages of a South American expert roundtable (ERT) on the unintended side effects (unseens) of digital transformation. The input of the ERT comprised 39 propositions from 20 experts representing 11 different perspectives. The two-day ERT discussed the main drivers and challenges as well as vulnerabilities or unseens and provided suggestions for (i) the mechanisms underlying major unseens; (ii) understanding possible ways in which rebound effects of digital transformation may become the subject of overarching research in three main categories of impact: development factors, society, and individuals; and (iii) a set of potential action domains for transdisciplinary follow-up processes, including a case study in Brazil. A content analysis of the propositions and related mechanisms provided insights in the genesis of unseens by identifying 15 interrelated causal mechanisms related to critical issues/concerns. Additionally, a cluster analysis (CLA) was applied to structure the challenges and critical developments in South America. The discussion elaborated the genesis, dynamics, and impacts of (groups of) unseens such as the digital divide (that affects most countries that are not included in the development of digital business, management, production, etc. tools) or the challenge of restructuring small-and medium-sized enterprises (whose service is digitally substituted by digital devices). We identify specific issues and effects (for most South American countries) such as lack of governmental structure, challenging geographical structures (e.g., inclusion in high-performance transmission power), or the digital readiness of (wide parts) of society. One scientific contribution of the paper is related to the presented methodology that provides insights into the phenomena, the causal chains underlying ""wanted/positive"" and ""unwanted/negative"" effects, and the processes and mechanisms of societal changes caused by digitalization. © 2020 by the authors.",Digital transformation; Proposition-based expert roundtable; Trandisciplinarity; Unintended side eects,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85079799371
"Rustum R., Kurichiyanil A.M.J., Forrest S., Sommariva C., Adeloye A.J., Zounemat-Kermani M., Scholz M.",18635519000;57215045316;57206691687;6701517419;7007175362;57217118938;7202888741;,Sustainability ranking of desalination plants using mamdani fuzzy logic inference systems,2020,Sustainability (Switzerland),12,2,631,,,,12,10.3390/su12020631,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079759534&doi=10.3390%2fsu12020631&partnerID=40&md5=48f75d7327862276f0b2438c8f4efa0c,"As water desalination continues to expand globally, desalination plants are continually under pressure to meet the requirements of sustainable development. However, the majority of desalination sustainability research has focused on new desalination projects, with limited research on sustainability performance of existing desalination plants. This is particularly important while considering countries with limited resources for freshwater such as the United Arab Emirates (UAE) as it is heavily reliant on existing desalination infrastructure. In this regard, the current research deals with the sustainability analysis of desalination processes using a generic sustainability ranking framework based on Mamdani Fuzzy Logic Inference Systems. The fuzzy-based models were validated using data from two typical desalination plants in the UAE. The promising results obtained from the fuzzy ranking framework suggest this more in-depth sustainability analysis should be beneficial due to its flexibility and adaptability in meeting the requirements of desalination sustainability. © 2020 by the authors.",Artificial intelligence; Decision-making in water supply; Energy efficiency; Ranking modelling framework; Reverse osmosis; Sustainability indicator list; Sustainability tool; Sustainable water production; Unsustainable production; Water pollution,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85079759534
"Zaman U., Nadeem R.D., Nawaz S.",57207206856;57212021923;57205147350;,"Cross-country evidence on project portfolio success in the Asia-Pacific region: Role of CEO transformational leadership, portfolio governance and strategic innovation orientation",2020,Cogent Business and Management,7,1,1727681,,,,11,10.1080/23311975.2020.1727681,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079712831&doi=10.1080%2f23311975.2020.1727681&partnerID=40&md5=ec2c016b2dafaefbefc6294209f595c8,"Project portfolio management ensures a hierarchy of purpose and effective prioritization of projects in achieving organization’s strategic objectives. This study argues that the lack of discipline in integrating projects makes project portfolio investments and anticipated benefits unclear, causing internal congestion of indecisive and/or unsuccessful projects. This research empirically scrutinizes project portfolio success in a transnational and cross-cultural perspective in the Asia-Pacific (APAC) region. Based on samples drawn from the information and communications technology (ICT) industry in the Republic of Korea (an advanced economy) and Pakistan (an emerging economy), the hypothesized relationships were empirically tested using partial least squares structural equation modeling (PLS-SEM). The study findings revealed a significant and positive effect of CEO transformational leadership on project portfolio success. The findings also confirmed that strategic innovation orientation significantly mediates the effect of CEO transformational leadership on project portfolio success. In addition, this study provides support for portfolio governance mechanism in a moderating role that significantly enhanced the relationships between CEO transformational leadership and project portfolio success; also, strategic innovation orientation and project portfolio success. This study presents convergent views between Korea (Study-I) and Pakistan (Study-II) in terms of the application of CEO transformational leadership, portfolio governance and strategic innovation in explaining project portfolio success. Implications of findings are drawn based on a new perspective of project portfolio success in a cross-country context. © 2020, © 2020 The Author(s). This open access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.",portfolio governance; strategic innovation orientation and project portfolio success; Transformational leadership,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85079712831
"Jabbari A., So J.-M., Bae D.-H.",57204619280;57194108133;7102723258;,Precipitation forecast contribution assessment in the coupled meteo-hydrological models,2020,Atmosphere,11,1,34,,,,4,10.3390/ATMOS11010034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079676506&doi=10.3390%2fATMOS11010034&partnerID=40&md5=b13aaefcdc51f8fe9315835d652941ff,"A numerical weather prediction and a rainfall-runoff model employed to evaluate precipitation and flood forecast for the Imjin River (South and North Korea). The real-time precipitation at point and catchment scales evaluated to select proper hydrological model to couple with atmospheric model. As a major limitation of previous studies, temporal and spatial resolutions of hydrological model are smaller than those of meteorological model. Here, through high resolution of temporal (10 min) and spatial (1 km x 1 km), the optimal resolution determined. The results showed Weather Research and Forecasting (WRF) model underestimated precipitation in point and catchment assessment and its skill was relatively higher for catchment than point scale, as illustrated by the lower Root Mean Square Error (RMSE) of 59.67, 160.48, 68.49 for the catchment and 84.49, 212.80 and 91.53 for the point scale in the events 2002, 2007 and 2011, respectively. The findings led to choose the semi-distributed hydrological model. The variations in temporal and spatial resolutions illustrated accuracy decrease; additionally, the optimal spatial resolution obtained at 8 km and temporal resolution did not affect the inherent inaccuracy of the results. Lead-time variation demonstrated that lead-time dependency was almost negligible below 36 h. With reference to this study, comparisons of model performance provided quantitative knowledge for understanding credibility and restrictions of meteo-hydrological models. © 2019 by the authors.",Meteo-hydrological models; Meteorological forecast; NWP; Precipitation; Real-time flood; WRF,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85079676506
"Rahman T., Ullah I., Rehman A.U., Naqvi R.A.",57214596936;57213242608;57216196363;55975847900;,"Clustering Schemes in MANETs: Performance Evaluation, Open Challenges, and Proposed Solutions",2020,IEEE Access,8,,8976142,25135,25158,,6,10.1109/ACCESS.2020.2970481,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079674883&doi=10.1109%2fACCESS.2020.2970481&partnerID=40&md5=8eab08d5dff8f9794a6d8b6690a079e1,"Mobile ad hoc networks (MANETs) have recently received a lot of attention from researchers due to their ease of deployment and versatility. Clustering is one of the most efficient ways to coordinate routing in MANETs to improve network performance using different attributes and metrics. In this paper, the authors have extensively studied clustering schemes and divided the schemes into multiple types based on the Cluster Head (CH) selection criteria, which provides a good understanding of how each type of clustering algorithm differs from each other. The authors analyzed the performance of existing schemes based on the quality of service (QoS) metrics. Based on findings, the authors clarified some important tradeoffs between QoS metrics and also established some important factors influencing the efficiency of clustering schemes. These studies also contain open research challenges and proposed solutions to improve the performance of clustering schemes. © 2013 IEEE.",cluster head; Clustering; MANETs; protocol and schemes,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85079674883
"Gupta R., Tanwar S., Al-Turjman F., Italiya P., Nauman A., Kim S.W.",57201584761;56576145100;20336944100;57113710800;57210321511;57202048340;,"Smart Contract Privacy Protection Using AI in Cyber-Physical Systems: Tools, Techniques and Challenges",2020,IEEE Access,8,,8976143,24746,24772,,71,10.1109/ACCESS.2020.2970576,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079595982&doi=10.1109%2fACCESS.2020.2970576&partnerID=40&md5=6ab171915b3f7072a15691659b649bb2,"Applications of Blockchain (BC) technology and Cyber-Physical Systems (CPS) are increasing exponentially. However, framing resilient and correct smart contracts (SCs) for these smart application is a quite challenging task because of the complexity associated with them. SC is modernizing the traditional industrial, technical, and business processes. It is self-executable, self-verifiable, and embedded into the BC that eliminates the need for trusted third-party systems, which ultimately saves administration as well as service costs. It also improves system efficiency and reduces the associated security risks. However, SCs are well encouraging the new technological reforms in Industry 4.0, but still, various security and privacy challenges need to be addressed. In this paper, a survey on SC security vulnerabilities in the software code that can be easily hacked by a malicious user or may compromise the entire BC network is presented. As per the literature, the challenges related to SC security and privacy are not explored much by the authors around the world. From the existing proposals, it has been observed that designing a complex SCs cannot mitigate its privacy and security issues. So, this paper investigates various Artificial Intelligence (AI) techniques and tools for SC privacy protection. Then, open issues and challenges for AI-based SC are analyzed. Finally, a case study of retail marketing is presented, which uses AI and SC to preserve its security and privacy. © 2013 IEEE.",artificial intelligence; blockchain; Cyber-physical system; privacy; security; smart contract,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85079595982
"Pham B.T., Phong T.V., Nguyen H.D., Qi C., Al-Ansari N., Amini A., Ho L.S., Tuyen T.T., Yen H.P.H., Ly H.-B., Prakash I., Bui D.T.",57021167000;57210171307;57208347181;57195242814;51664437800;49361121300;57216167766;57210173419;57211405751;55992422600;57130381500;57212397562;,"A comparative study of kernel logistic regression, radial basis function classifier, multinomial naive bayes, and logistic model tree for flash flood susceptibility mapping",2020,Water (Switzerland),12,1,239,,,,25,10.3390/w12010239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079492140&doi=10.3390%2fw12010239&partnerID=40&md5=14d3fbc8c60bde9604b1a9b26bdd9874,"Risk of flash floods is currently an important problem in many parts of Vietnam. In this study, we used four machine-learning methods, namely Kernel Logistic Regression (KLR), Radial Basis Function Classifier (RBFC), Multinomial Naive Bayes (NBM), and Logistic Model Tree (LMT) to generate flash flood susceptibility maps at the minor part of Nghe An province of the Center region (Vietnam) where recurrent flood problems are being experienced. Performance of these four methods was evaluated to select the best method for flash flood susceptibility mapping. In the model studies, ten flash flood conditioning factors, namely soil, slope, curvature, river density, flow direction, distance from rivers, elevation, aspect, land use, and geology, were chosen based on topography and geo-environmental conditions of the site. For the validation of models, the area under Receiver Operating Characteristic (ROC), Area Under Curve (AUC), and various statistical indices were used. The results indicated that performance of LMT model is the best among the four methods (LMT: AUC = 0.988; KLR: AUC = 0.985; RBFC: AUC = 0.984; and NBM: AUC = 0.983). The present study would be useful for the construction of accurate flash flood susceptibility maps with the objectives of identifying flood-susceptible areas/zones for proper flash flood risk management. © 2020 by the authors.",Flash flood; Kernel logistic regression; Logistic model tree; Machine learning; Multinomial naïve bayes; Radial basis function network; Vietnam,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85079492140
"Rodrigues L.L.R., Shetty D.K., Naik N., Maddodi C.B., Rao A., Shetty A.K., Bhat R., Hameed Z.",22136422800;55578389700;57205319450;57210286119;57214887586;57214891426;7201700423;57214881285;,Machine learning in coronary heart disease prediction: Structural equation modelling approach,2020,Cogent Engineering,7,1,1723198,,,,3,10.1080/23311916.2020.1723198,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079422007&doi=10.1080%2f23311916.2020.1723198&partnerID=40&md5=b3a640ac76f53c428f6ea7fb26f39f72,"This research is an application of machine learning in medical sciences. The purpose of this research was to use machine learning through the simulated data to study the association of age, body mass index, cigarettes smoked per day, alcohol consumed per week, diastolic blood pressure, and systolic blood pressure on hypertension and coronary heart disease. The Structural Equation Modelling using Partial Least Square Method was used for the analysis of data. The results have revealed that except for age, body mass index and systolic blood pressure all the rest of the factors had a significant positive association with hypertension and coronary heart disease. The results can be of use for medical practitioners as well as researchers in machine learning, as it adds to the repository of earlier studies, which have attempted to seek relationships between these variables. © 2020, © 2020 The Author(s). This open access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.",Coronary heart disease; data-driven models; health management; hypertension; partial least square method; predictive models,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85079422007
"Jeong K., Kim J., Kim M., Lee J., Kim C.",57194065193;54787942200;57195635892;57194074658;57200798482;,Asymmetric interface: User interface of asymmetric virtual reality for new presence and experience,2020,Symmetry,12,1,53,,,,5,10.3390/SYM12010053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079418477&doi=10.3390%2fSYM12010053&partnerID=40&md5=a9b223a7cb2d33e285a5b4822b41ac1a,"This study proposes an asymmetric interface that can provide head-mounted display (HMD) and non-HMD users with improved presence and an experience consistent with the user's environment in an asymmetric virtual reality. For the proposed asymmetric interface, a controller-based hand interface is designed for portability, easy and convenient use, and high immersion. Subsequently, a three-step decision-making structure that supports accurate and efficient decision-making is defined based on the asymmetric experience structure of each user (HMD and non-HMD). Based on this process, an optimal interface that distinguishes between HMD (direct interaction) and non-HMD users (multi-viewpoint interaction) is implemented. With the objective of surveying and analyzing each user's experience along with the presence provided by the proposed interface, an asymmetric virtual reality application is developed directly, and an experiment is conducted with the participants. Finally, it is statistically analyzed and verified that the use of the proposed asymmetric interface can provide optimal presence and user-optimized experience to both HMD and non-HMD users. © 2019 by the authors.",Asymmetric virtual reality; Immersive interaction; Immersive virtual reality; Presence; User interface,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85079418477
"Pan L., Li C., Pouyanfar S., Chen R., Zhou Y.",56985005600;57218490801;56152448000;57214779332;57206615309;,A novel combinational convolutional neural network for automatic food-ingredient classification,2020,"Computers, Materials and Continua",62,2,,731,746,,9,10.32604/cmc.2020.06508,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079098893&doi=10.32604%2fcmc.2020.06508&partnerID=40&md5=42f5a1502649780217fb770ae0614662,"With the development of deep learning and Convolutional Neural Networks (CNNs), the accuracy of automatic food recognition based on visual data have significantly improved. Some research studies have shown that the deeper the model is, the higher the accuracy is. However, very deep neural networks would be affected by the overfitting problem and also consume huge computing resources. In this paper, a new classification scheme is proposed for automatic food-ingredient recognition based on deep learning. We construct an up-to-date combinational convolutional neural network (CBNet) with a subnet merging technique. Firstly, two different neural networks are utilized for learning interested features. Then, a well-designed feature fusion component aggregates the features from subnetworks, further extracting richer and more precise features for image classification. In order to learn more complementary features, the corresponding fusion strategies are also proposed, including auxiliary classifiers and hyperparameters setting. Finally, CBNet based on the well-known VGGNet, ResNet and DenseNet is evaluated on a dataset including 41 major categories of food ingredients and 100 images for each category. Theoretical analysis and experimental results demonstrate that CBNet achieves promising accuracy for multi-class classification and improves the performance of convolutional neural networks. © 2020 Tech Science Press. All rights reserved.",Convolutional neural network; Deep learning; Feature fusion; Food-ingredient recognition; Multi-class classification,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85079098893
"Aleem S.A., Suhail Hussain S.M., Ustun T.S.",57214730953;22035146400;43761679200;,A review of strategies to increase PV penetration level in smart grids,2020,Energies,13,3,636,,,,38,10.3390/en13030636,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078973344&doi=10.3390%2fen13030636&partnerID=40&md5=1de7819d6e52217b0a6d3ba2af0cbb2f,"Due to environmental concerns, power system generation is shifting from traditional fossil-fuel resources to renewable energy such as wind, solar and geothermal. Some of these technologies are very location specific while others require high upfront costs. Photovoltaic (PV) generation has become the rising star of this pack, thanks to its versatility. It can be implemented with very little upfront costs, e.g., small solar home systems, or large solar power plants can be developed to generate MWs of power. In contrast with wind or tidal generation, PV can be deployed all around the globe, albeit with varying potentials. These merits have made PV the renewable energy technology with highest installed capacity around the globe. However, PV penetration into the grid comes with its drawbacks. The inverter-interfaced nature of the PV systems significantly impacts the power system operation from protection, power flow and stability perspectives. There must be strategies to mitigate these negative impacts so that PV penetration into the grid can continue. This paper gives a thorough overview of such strategies from different research fields: such as communication, artificial intelligence, power electronics and electric vehicle charging coordination. In addition, possible research directions are given for future work. © 2020 by the authors",Active distribution networks; Distributed generation; Environmental impact; Microgrids; Power system control; Power system planning; Power system stability; Renewable energy; Smart grids; Very high renewable penetration,Review,Final,"All Open Access, Gold",Scopus,2-s2.0-85078973344
"Su X., Ullah I., Liu X., Choi D.",57192875946;57213242608;56996540700;25821918900;,"A review of underwater localization techniques, algorithms, and challenges",2020,Journal of Sensors,2020,,6403161,,,,24,10.1155/2020/6403161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078956769&doi=10.1155%2f2020%2f6403161&partnerID=40&md5=3b4850b493e2de360c6c6f76f8fc9cc2,"Recently, there has been increasing interest in the field of underwater wireless sensor networks (UWSNs), which is a basic source for the exploration of the ocean environment. A range of military and civilian applications is anticipated to assist UWSN. The UWSN is being developed by the extensive wireless sensor network (WSN) applications and wireless technologies. Therefore, in this paper, a review has been presented which unveils the existing challenges in the underwater environment. In this review, firstly, an introduction to UWSN is presented. After that, underwater localizations and the basics are presented. Secondly, the paper focuses on the architecture of UWSN and technologies used for underwater acoustic sensor network (UASN) localization. Various localization techniques are discussed in the paper classified by centralized and distributed localizations. They are further classified into estimated and prediction-based localizations. Also, various underwater localization algorithms are discussed, which are grouped by the algorithms based on range and range-free schemes. Finally, the paper focuses on the challenges existing in underwater localizations, underwater acoustic communications with conclusions. © 2020 Xin Su et al.",,Review,Final,"All Open Access, Gold",Scopus,2-s2.0-85078956769
"Ahmed F., Bari A.S.M.H., Gavrilova M.L.",57214278023;56278985600;26643382700;,Emotion Recognition from Body Movement,2020,IEEE Access,8,,8945309,11761,11781,,17,10.1109/ACCESS.2019.2963113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078708938&doi=10.1109%2fACCESS.2019.2963113&partnerID=40&md5=b19b59984e1a4cebde6d7ab87313f3ba,"Automatic emotion recognition from the analysis of body movement has tremendous potential to revolutionize virtual reality, robotics, behavior modeling, and biometric identity recognition domains. A computer system capable of recognizing human emotion from the body can also significantly change the way we interact with the computers. One of the significant challenges is to identify emotion-specific features from a vast number of descriptors of human body movements. In this paper, we introduce a novel two-layer feature selection framework for emotion classification from a comprehensive list of body movement features. We used the feature selection framework to accurately recognize five basic emotions: happiness, sadness, fear, anger, and neutral. In the first layer, a unique combination of Analysis of Variance (ANOVA) and Multivariate Analysis of Variance (MANOVA) was utilized to eliminate irrelevant features. In the second layer, a binary chromosome-based genetic algorithm was proposed to select a feature subset from the relevant list of features that maximizes the emotion recognition rate. Score and rank-level fusion were applied to further improve the accuracy of the system. The proposed system was validated on proprietary and public datasets, containing 30 subjects. Different action scenarios, such as walking and sitting actions, as well as an action-independent case, were considered. Based on the experimental results, the proposed emotion recognition system achieved a very high emotion recognition rate outperforming all of the state-of-the-art methods. The proposed system achieved recognition accuracy of 90.0% during walking, 96.0% during sitting, and 86.66% in an action-independent scenario, demonstrating high accuracy and robustness of the developed method. © 2013 IEEE.",biometrics; Emotion recognition; feature selection; gait analysis; genetic algorithm; human motion; information fusion; kinect sensor,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85078708938
"Wiratama W., Lee J., Sim D.",57204109195;57204117567;7006825333;,Change Detection on Multi-Spectral Images Based on Feature-level U-Net,2020,IEEE Access,8,,8952681,12279,12289,,4,10.1109/ACCESS.2020.2964798,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078704591&doi=10.1109%2fACCESS.2020.2964798&partnerID=40&md5=f4d02c337b368090d0c8272a39ce734a,"This paper proposes a change detection algorithm on multi-spectral images based on feature-level U-Net. A low-complexity pan-sharpening method is proposed to employ not only panchromatic images, but also multi-spectral images for enhancing the performance of the deep neural network. The high-resolution multi-spectral (HRMS) images are then fed into the proposed feature-level U-Net. The proposed feature-level U-Net consists of two-stages: a feature-level subtracting network and U-Net. The feature-level subtracting network is used to extract dynamic difference images (DI) for the use of low-level and high-level features. By employing this network, the performance of change detection algorithms can be improved with a smaller number of layers for U-Net with a low computational complexity. Furthermore, the proposed algorithm detects small changes by taking benefits of both geometrical and spectral resolution enhancement and adopting an intensity-hue-saturation (IHS) pan-sharpening method. A modified of IHS pan-sharpening algorithm is introduced to solve spectral distortion problem by applying mean filtering in high frequency. We found that the proposed change detection on HRMS images gives a better performance compared to existing change detection algorithms by achieving an average F-1 score of 0.62, a percentage correct classification (PCC) of 98.78%, and a kappa of 61.60 for test datasets. © 2013 IEEE.",change detection; Convolutional neural network; deep learning; remote sensing; satellite images,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85078704591
"Akinnuwesi B.A., Odumabo A., Aribisala B.S.",39860962400;6504148566;26660607700;,Knowledge grid: An intelligent system for collaboration and knowledge management in nigerian universities,2020,Data Science Journal,19,1,2,,,,4,10.5334/dsj-2020-002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078695160&doi=10.5334%2fdsj-2020-002&partnerID=40&md5=2619f4176f08499c1d3ab54013aa6d4f,"Nigeria has 169 universities approved by National University Commission (NUC) with 43 Federal Universities, 47 State Universities and 79 Private Universities. The universities are located in different geographical areas and collaboration among these universities is difficult and this makes accessibility to data and information resource of the universities a problem. As a result quite a number of knowledge built from these resources are locally managed within each university private network that is not shared with other universities due to lack of virtual collaboration on a grid computing platform. Knowledge building and management in a country is a function of the information that one could have access to with ease but non-collaboration of the universities in a virtual environment is a hindrance to quality national knowledge building and management. Thus the need arises to embrace grid system as platform for all universities to pool their resources together and hence make their information resources available and accessible for knowledge building and management. This report presents an overview of Nigeria universities’ operations as regard their research and innovation policies and vis-à-vis governance and resource management across public and private universities. Also we did a systematic review and analysis of knowledge grid (KG) technology vis-à-vis its use for knowledge management in Nigerian universities. We focused on identifying the strengths and challenges of knowledge grid development and implementation vis-à-vis the technological, economic and social implications involved in the process. Our future work is to develop a robust knowledge grid model that will allow collaboration among universities in Nigerian community and hence facilitates information and knowledge sharing and management among the universities. © 2020 The Author(s).",Collaboration; Data Resource; Knowledge Grid; Knowledge Management; Nigerian University,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85078695160
